Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (enrolled),Tuition fees up to date,Curricular units 2nd sem (evaluations),Age at enrollment,Unemployment rate,Course,Target
0,0,6,1,6,27,11,9003,2
5,13,5,1,9,19,8,9147,0
0,0,6,1,6,45,16,9070,0
6,13,6,0,8,19,13,9670,1
4,11,6,1,8,21,13,9003,1
5,13,6,1,7,18,13,9670,1
0,0,5,1,13,18,9,9147,0
0,0,6,0,6,29,9,9254,0
5,11,5,1,5,19,9,9670,1
4,12,5,1,6,18,12,9147,2
8,12,8,1,11,18,11,9500,0
0,0,6,1,7,29,11,9670,0
4,11,5,1,8,29,7,9670,0
4,11,6,1,8,23,9,9773,2
1,12,5,1,11,18,7,9119,0
5,13,5,1,7,26,13,9991,1
6,13,6,1,8,17,11,9670,1
3,10,5,1,10,21,9,9670,2
5,14,5,1,5,34,12,9991,2
6,13,6,1,9,19,12,9003,1
6,12,7,1,14,23,13,9500,0
3,14,5,1,9,18,12,9119,0
7,13,8,1,9,20,13,9500,2
5,13,6,1,9,19,8,9670,1
5,15,5,1,5,18,8,9147,1
0,0,6,0,12,45,9,9254,0
0,0,5,1,5,30,7,9991,0
0,0,5,1,0,40,12,9991,0
0,0,5,0,9,32,10,9147,0
4,10,6,1,12,19,7,9254,0
6,12,6,1,7,20,16,9070,1
0,0,5,1,7,18,9,9119,0
2,13,6,0,9,20,10,9670,0
4,12,5,1,7,39,15,9991,2
5,13,6,0,11,19,11,9085,2
3,11,5,1,9,38,7,9991,2
6,13,7,1,7,18,7,9500,1
8,14,8,1,8,18,13,9500,1
0,0,5,1,5,28,7,9130,0
0,0,6,0,6,31,12,9670,0
6,13,7,1,7,23,7,9500,1
5,12,8,1,12,21,11,9500,2
0,0,5,0,6,33,16,9238,0
3,11,5,1,9,22,12,9147,0
5,17,5,1,7,20,12,9119,0
5,13,6,1,9,19,8,9670,2
4,11,6,1,11,25,9,9254,2
0,0,6,0,0,25,13,9003,0
6,12,6,1,8,19,9,9070,2
4,14,5,1,6,20,7,9670,1
0,0,7,1,9,33,16,9500,2
6,13,6,1,8,19,7,9773,1
0,0,5,1,5,31,7,9130,0
0,0,5,0,5,23,15,9119,0
3,10,5,0,11,26,9,9991,0
5,13,5,1,7,20,8,9119,1
5,13,5,1,11,20,12,9119,1
0,0,6,1,0,25,10,9085,0
4,11,6,1,10,19,8,9070,1
5,16,5,1,8,18,8,9119,1
0,0,5,1,5,18,9,9119,2
6,13,6,1,8,20,8,9254,1
6,14,6,1,9,18,11,9130,1
4,10,5,1,6,19,12,9147,1
2,10,8,1,16,24,12,9500,0
0,0,6,1,0,21,10,9085,0
6,14,6,1,6,20,12,9670,1
5,12,6,1,6,21,13,9003,1
7,13,8,1,10,24,10,9556,1
0,0,5,1,0,27,10,9991,0
5,10,5,0,9,19,8,9147,2
2,11,7,1,12,25,12,33,0
4,14,6,1,6,21,13,9773,1
0,0,5,1,0,27,8,9991,0
0,0,5,1,6,19,7,9147,2
7,13,8,1,8,18,10,9500,2
5,11,6,1,7,18,12,9773,0
5,11,5,1,8,19,9,9130,2
1,12,6,1,9,19,13,9003,0
3,12,6,1,12,22,15,9003,2
6,12,6,1,6,18,10,9238,1
5,12,6,1,8,18,10,9773,1
6,12,6,1,7,18,16,9773,1
6,12,6,1,8,18,12,9773,1
3,12,5,1,9,18,8,9119,2
6,12,6,1,6,20,12,9773,1
3,12,6,1,11,20,15,9773,1
5,14,5,1,7,20,11,9119,0
3,11,5,1,10,19,12,9119,2
6,13,6,1,7,20,8,9670,1
2,10,6,1,10,19,11,9119,0
4,11,6,1,11,18,10,9670,0
5,14,5,0,6,18,8,9119,2
5,11,6,1,7,18,8,9238,0
6,13,6,1,6,18,8,9773,1
6,13,6,1,7,21,12,9238,1
5,11,6,1,15,18,11,9085,0
8,16,8,1,8,18,11,9500,1
6,16,6,1,6,18,10,9238,1
0,0,6,1,6,23,13,8014,0
4,11,5,1,9,21,8,9147,1
1,13,6,1,13,20,9,9238,2
5,11,6,1,10,18,7,9773,2
6,14,6,0,7,19,8,9670,1
7,13,8,1,9,20,13,9500,1
2,10,6,0,10,19,16,9773,0
4,12,5,1,6,18,7,9085,1
6,11,6,1,7,19,8,9773,1
6,12,7,0,8,33,8,9853,2
8,13,8,1,8,18,15,9500,1
6,13,6,1,7,18,11,9670,1
6,12,6,1,7,20,11,9773,1
0,0,6,0,0,20,11,9254,0
5,14,6,1,12,20,10,8014,1
5,13,5,1,8,19,10,9085,1
6,11,6,1,6,19,13,9238,1
6,12,6,1,7,21,11,9238,1
0,0,6,1,0,21,16,9238,0
7,12,8,1,8,18,12,9500,1
1,10,7,1,10,27,12,9853,0
4,13,6,1,8,21,16,9670,2
8,15,8,1,8,18,15,9556,1
6,12,6,1,7,18,11,9773,1
3,13,5,1,7,19,12,9085,1
7,14,8,1,8,20,13,9500,1
5,12,5,1,6,20,10,9991,1
4,11,5,1,7,20,12,9085,2
0,0,5,1,5,19,13,9238,0
6,13,6,1,8,18,8,9773,1
5,12,5,1,9,18,10,9085,1
7,12,8,1,8,19,13,9500,1
7,13,8,1,10,19,12,9500,0
5,12,6,1,14,43,16,9003,2
0,0,2,0,2,23,7,9147,0
6,12,6,1,7,19,8,9238,1
6,12,8,1,11,20,12,9500,1
6,14,6,1,8,19,15,9085,1
4,13,6,1,9,39,11,8014,1
6,13,6,1,8,20,10,9070,1
6,12,6,1,6,21,7,9070,1
0,0,5,1,10,19,7,9773,0
6,16,6,1,6,22,13,9670,1
6,12,6,1,7,19,12,9853,1
5,10,5,1,5,26,11,9147,2
0,0,5,0,5,36,12,9991,0
4,11,5,1,6,30,15,9147,0
6,15,6,1,10,24,15,9003,0
0,0,5,0,6,19,13,9147,0
4,11,6,1,11,34,12,9238,1
3,14,5,1,7,33,9,9130,2
4,10,5,1,10,19,9,9147,1
1,11,5,0,14,26,8,9119,0
0,0,6,1,6,29,16,9670,0
2,12,5,1,8,19,8,9119,0
1,12,5,0,9,29,11,9991,0
5,11,6,1,7,21,9,9254,1
2,10,6,1,10,19,10,9254,2
7,11,8,1,15,20,15,9500,1
0,0,5,1,5,18,7,9085,0
5,11,6,1,8,18,15,9070,2
3,12,5,1,9,21,10,9147,2
0,0,5,1,0,20,8,9147,0
0,0,5,1,5,30,12,9119,0
6,14,6,1,6,19,13,9670,1
4,13,5,1,7,30,8,9147,0
4,11,5,1,13,22,12,9147,1
5,11,6,0,8,19,11,9070,0
4,11,5,1,5,21,7,9670,0
5,12,5,1,7,21,7,9085,1
3,10,5,1,9,27,15,9147,0
0,0,7,1,8,32,13,33,0
0,0,6,0,6,40,15,9670,0
2,12,5,1,10,20,7,9147,2
0,0,5,1,13,21,12,9147,0
0,0,6,1,0,18,12,9670,0
0,0,6,0,6,30,15,9070,0
0,0,6,1,8,29,15,9003,0
3,10,5,1,7,18,7,9119,0
5,12,5,1,5,18,9,9670,0
0,0,5,0,5,27,12,9991,0
5,14,6,1,10,20,10,9670,1
7,11,8,1,10,23,16,9500,1
4,12,6,1,10,40,8,9238,0
6,13,7,1,7,19,7,9500,1
4,14,5,1,8,24,12,9119,2
2,11,6,1,14,21,12,9254,2
5,14,5,1,6,18,8,9119,1
2,11,5,1,10,18,7,9119,0
5,13,6,1,12,24,11,9670,0
5,12,5,1,9,28,9,9119,2
6,14,6,1,6,19,12,9670,1
4,15,6,1,12,28,11,9085,2
0,0,6,1,12,18,7,9853,0
8,12,8,1,8,19,9,9500,1
4,13,5,1,6,21,10,9130,1
0,0,8,1,0,18,13,9500,0
6,13,6,1,6,19,9,9070,1
7,13,8,1,8,19,10,9500,1
5,12,6,1,6,18,12,9773,1
6,14,7,1,7,20,7,9500,1
0,0,5,1,12,26,10,9085,0
8,15,8,1,9,18,13,9500,0
5,11,6,1,10,58,9,8014,1
8,13,8,1,8,18,15,9500,1
0,0,5,1,0,20,11,9991,0
0,0,5,0,6,27,16,9238,0
6,13,6,1,11,21,11,9085,1
6,11,6,1,8,20,15,9238,1
5,12,6,1,9,19,11,9238,1
6,13,8,1,12,22,11,9500,1
6,13,6,1,6,19,15,9070,1
0,0,6,0,6,19,12,9773,0
5,11,6,1,8,23,7,9853,2
5,13,6,1,7,18,12,9773,0
0,0,6,1,0,19,12,9130,0
5,12,6,1,7,20,12,9003,1
6,13,6,1,7,19,11,9238,1
0,0,6,0,6,26,13,9085,0
6,14,6,1,7,18,11,9238,1
6,13,6,0,10,20,16,9003,1
6,12,6,1,6,19,15,9070,1
7,13,8,1,8,18,10,9500,1
6,12,6,1,6,19,9,9070,1
7,13,7,1,7,18,12,9853,1
6,12,7,1,9,19,12,9500,2
0,0,6,1,12,18,11,9238,0
6,11,6,1,11,19,12,9003,2
8,13,8,1,10,18,15,9500,1
0,0,5,0,5,24,9,9119,0
0,0,6,1,0,19,8,9773,0
2,12,5,1,10,18,7,9119,0
5,13,5,1,6,18,8,9119,1
5,11,6,1,7,18,8,9254,1
0,0,6,1,6,22,16,9670,0
6,13,6,1,7,19,11,9670,1
0,0,6,0,6,32,13,9085,0
0,0,6,1,12,21,7,9853,0
7,13,8,1,8,19,12,9500,1
2,10,5,1,13,18,9,9147,0
6,13,6,1,6,20,9,9070,1
5,12,6,1,12,54,7,8014,0
5,12,7,1,8,18,7,9500,2
7,12,8,1,11,18,15,9500,2
3,11,6,1,12,19,8,9238,0
0,0,6,1,0,22,13,9238,0
0,0,6,0,0,24,11,9254,0
2,11,6,1,13,22,12,9003,2
0,0,6,1,6,26,13,9003,0
6,14,6,1,6,18,9,9773,1
1,15,5,1,6,18,10,9119,2
3,14,6,1,10,27,16,9254,0
5,13,6,1,6,20,12,9003,1
1,14,5,1,10,19,7,9119,0
4,15,6,1,9,18,11,9085,0
7,12,8,1,8,18,10,9500,1
5,13,6,1,10,19,10,9670,2
0,0,6,1,0,19,16,9238,0
6,12,6,1,9,19,9,9773,1
3,12,5,0,8,22,10,9773,0
3,11,5,0,7,19,15,9147,0
1,10,5,1,10,21,7,9147,0
3,11,6,1,12,19,10,9254,2
3,11,6,1,13,20,15,9238,2
0,0,6,1,10,35,13,9003,0
1,11,5,1,7,20,7,9147,0
5,12,5,1,5,21,7,9130,1
0,0,5,0,5,27,7,9085,0
0,0,6,0,15,26,9,9773,0
0,0,5,0,10,20,10,9773,0
6,13,6,1,6,19,11,9773,1
0,0,5,0,5,47,12,9991,0
5,12,6,0,9,55,10,9773,0
0,0,6,0,12,32,7,9238,0
6,16,6,1,6,20,8,9773,1
5,13,6,1,9,36,12,9254,1
5,14,5,1,14,34,16,9991,1
0,0,5,1,5,21,9,9670,0
1,11,5,1,14,42,13,9991,0
4,11,6,1,13,25,12,9003,0
0,0,6,1,0,18,8,9773,0
6,12,6,1,6,18,12,9773,1
6,11,6,1,7,19,7,9238,1
2,11,6,0,8,34,13,9085,0
0,0,6,1,12,20,10,9773,0
0,0,7,1,7,20,13,9500,0
7,14,8,1,8,21,10,9500,1
4,13,6,1,14,19,12,9003,1
3,11,5,0,12,31,9,9085,0
5,14,6,1,9,21,11,9670,1
5,11,5,1,7,20,13,9147,1
6,12,7,1,7,22,7,9500,1
0,0,6,0,6,19,9,9070,0
0,0,5,0,5,41,12,9130,0
0,0,7,1,7,27,7,9500,0
7,13,8,1,8,19,13,9500,0
8,14,8,1,8,20,9,9500,1
6,13,7,1,7,19,7,9500,1
5,11,5,1,6,35,15,9991,1
6,15,6,1,7,22,13,9773,1
6,15,6,1,6,20,11,9254,1
4,10,6,0,9,18,10,9670,0
4,11,6,1,9,18,12,9238,1
7,15,8,1,8,30,10,9500,1
6,12,6,1,8,18,11,9238,1
5,15,6,1,7,20,12,9254,2
4,10,6,1,11,19,12,9238,2
5,13,5,1,7,19,7,9085,1
8,14,8,1,8,21,15,9556,1
6,12,7,1,8,21,8,9853,2
6,13,6,1,7,18,8,9670,2
4,12,5,1,7,18,12,9147,1
2,10,5,0,11,35,9,9085,0
5,13,7,1,9,21,11,9500,2
6,13,7,1,7,18,7,9500,1
0,0,6,1,6,22,9,9070,2
8,12,8,1,8,20,15,9500,1
5,12,6,1,8,34,9,9254,1
6,13,7,1,7,22,7,9500,1
3,11,6,1,12,20,7,9254,2
4,11,5,1,10,35,10,9147,2
3,10,5,0,15,39,9,9147,0
0,0,8,0,0,19,11,9500,0
3,11,6,1,14,36,10,9254,1
7,13,8,1,8,21,12,9500,1
3,13,6,1,13,22,9,9238,2
6,15,6,1,7,42,11,9238,1
0,0,5,1,6,34,10,9119,0
5,11,6,1,8,20,7,9773,2
5,11,6,1,9,20,13,9254,1
4,12,5,1,7,19,7,9670,1
5,14,5,1,5,18,7,9147,1
6,13,6,1,7,24,10,8014,1
6,12,6,1,7,18,7,9853,1
3,13,5,1,7,20,7,9670,2
7,12,8,1,8,21,10,9500,1
3,11,6,1,13,19,9,9238,1
8,12,8,1,8,19,15,9500,1
6,12,6,1,8,18,12,9238,1
0,0,5,1,5,23,15,9147,2
8,14,8,1,8,19,9,9500,1
5,12,6,0,6,18,13,9773,0
4,11,6,1,13,24,12,9003,2
6,14,6,1,6,18,12,9773,1
6,12,6,1,9,18,13,9130,1
2,10,5,1,8,19,12,9147,2
0,0,6,1,6,19,12,9670,0
4,12,6,1,6,19,16,9254,2
4,11,5,1,9,20,9,9130,0
2,13,6,1,12,22,9,9254,2
8,15,8,1,9,19,11,9500,1
8,15,8,1,8,20,12,9500,1
4,13,5,1,12,36,10,9147,2
0,0,6,1,6,29,11,9853,0
4,11,6,1,12,19,12,9238,1
0,0,5,0,0,24,13,9147,0
0,0,6,0,7,27,8,9003,0
6,14,6,1,7,18,13,9773,1
0,0,7,1,0,21,12,9556,0
5,13,6,1,9,43,12,9670,1
5,14,5,1,13,18,16,9147,1
3,15,6,1,6,21,8,9085,0
0,0,5,1,0,26,9,9147,0
7,14,8,1,8,19,12,9500,1
5,12,5,1,5,18,7,9085,1
1,10,6,1,14,22,9,9773,0
0,0,8,1,0,27,11,9500,0
5,12,5,1,6,18,9,9147,1
4,12,5,1,9,19,9,9085,1
8,15,8,1,8,18,13,9500,1
6,14,6,1,9,19,11,9085,1
0,0,6,0,0,32,11,9085,0
6,13,7,1,7,20,7,9500,1
2,10,6,0,13,19,16,9238,0
8,13,8,1,8,18,9,9500,1
4,12,6,1,12,21,15,9003,0
0,0,7,1,15,20,11,9500,2
5,11,5,1,7,26,12,9991,1
5,13,6,1,7,20,12,9070,1
7,13,8,1,10,19,16,9500,1
5,11,5,1,6,31,7,9991,1
8,11,8,1,10,20,15,9500,1
5,13,5,1,10,20,10,9085,1
8,14,8,1,9,21,16,9500,1
8,12,8,1,8,18,12,9500,1
6,13,7,1,7,19,7,9500,1
7,15,7,1,7,18,13,9853,1
5,12,6,1,7,40,16,9773,2
6,13,6,1,6,18,13,9238,1
6,14,6,1,6,18,8,9085,1
7,12,8,1,14,19,15,9500,1
6,13,6,1,6,19,12,9238,1
0,0,6,0,7,28,8,9003,0
6,12,6,1,6,20,7,9070,1
5,13,6,1,9,18,9,9773,1
6,15,7,1,7,18,7,9500,1
3,12,5,1,10,20,9,9085,1
2,10,7,1,7,19,16,9853,0
6,12,6,1,6,18,8,9238,1
5,11,6,0,7,20,10,9773,1
0,0,5,1,5,27,7,9991,0
2,12,6,1,13,18,12,9853,0
8,12,8,1,11,37,10,9556,1
8,14,8,1,8,20,13,9500,0
0,0,5,0,5,34,15,9119,0
0,0,5,1,0,22,10,9119,0
6,13,6,1,6,39,12,9254,1
6,13,7,1,7,18,7,9500,1
6,13,6,1,8,21,8,9070,1
0,0,6,1,0,34,10,9085,0
6,13,6,1,10,22,16,9003,1
0,0,6,0,12,19,10,9853,0
0,0,5,1,10,19,10,9254,0
0,0,7,1,7,31,15,9556,0
3,10,5,1,6,19,13,9147,2
0,0,6,1,0,30,9,9670,0
8,15,8,1,9,20,11,9500,1
8,14,8,1,9,18,12,9500,1
3,12,5,1,6,31,10,9991,0
4,11,6,1,11,19,7,9254,0
0,0,5,1,5,43,8,8014,0
6,14,6,1,6,20,13,9254,1
8,13,8,1,8,19,9,9500,1
0,0,5,1,5,22,9,9670,0
5,11,5,1,8,19,10,9147,1
6,12,8,1,8,29,12,9500,0
2,11,7,1,12,20,8,9556,2
5,11,5,1,7,38,9,9991,2
6,13,8,1,10,19,12,9500,0
6,13,6,1,8,19,10,9070,1
0,0,7,1,7,43,16,9500,0
5,13,5,1,5,19,10,9130,1
8,13,8,1,8,18,9,9500,1
0,0,6,1,0,38,9,8014,0
0,0,6,1,6,37,16,9130,0
5,14,6,1,10,26,10,9670,1
5,11,6,1,13,21,12,9238,2
6,15,6,1,8,18,8,9085,1
7,11,7,1,7,18,16,9853,1
5,13,5,1,5,18,9,9085,1
6,13,6,1,7,19,15,9238,1
6,12,6,1,8,18,11,9773,1
7,12,8,1,12,18,12,9500,2
6,13,6,1,7,19,8,9238,1
0,0,8,1,0,19,16,9500,0
4,13,6,1,10,18,12,9254,1
7,13,8,1,8,18,12,9500,1
7,13,8,1,8,20,10,9500,1
0,0,6,1,0,18,7,9130,0
6,12,6,1,6,19,12,9254,1
3,11,6,0,12,20,7,9254,0
6,12,6,1,8,19,10,9070,2
6,14,6,1,7,20,8,9773,1
4,12,6,1,14,28,11,9085,0
4,13,6,1,12,22,15,9003,2
6,12,6,1,9,19,15,9085,1
0,0,6,0,0,18,13,9773,0
6,14,6,1,6,18,8,9130,1
5,13,5,1,9,22,12,9130,1
5,12,5,1,9,24,16,9991,1
5,14,6,1,7,20,12,8014,2
8,11,8,1,10,20,12,9556,1
0,0,6,0,0,35,10,8014,0
5,12,5,1,5,18,9,9670,1
6,11,6,1,9,19,9,9238,1
8,14,8,1,9,18,16,9500,1
4,10,6,1,13,18,7,9254,0
6,13,6,1,8,31,9,9238,2
6,14,6,1,7,19,15,9238,1
8,13,8,1,8,20,15,9500,1
0,0,6,1,0,21,15,9085,0
7,13,8,1,8,18,12,9500,1
0,0,6,1,0,18,9,9070,0
5,15,5,1,6,33,10,9991,1
5,12,6,1,6,18,12,9670,2
4,11,5,1,13,21,10,9085,2
4,12,6,1,8,19,10,9254,2
5,13,5,1,7,28,16,9991,1
0,0,5,0,0,29,12,9147,0
6,13,6,1,7,32,12,8014,1
7,13,8,1,11,25,9,9500,2
3,12,5,0,12,29,16,9991,0
0,0,8,1,16,18,12,9500,0
6,12,6,1,7,18,15,9773,1
6,14,6,1,15,38,16,9238,1
6,15,7,1,7,19,7,9500,1
6,15,6,1,6,39,11,8014,1
0,0,8,1,8,32,16,9556,0
0,0,6,1,0,18,10,9238,0
8,12,8,1,8,20,12,9556,2
6,12,6,1,6,20,7,9070,1
6,12,6,1,8,23,8,9085,1
4,11,5,1,11,19,10,9147,2
6,14,6,1,6,18,13,9238,1
5,11,5,1,10,19,10,9147,1
5,11,6,1,11,20,12,9773,1
6,13,8,1,10,19,9,9500,0
7,15,8,1,8,19,10,9500,1
5,11,6,1,8,18,10,9238,1
7,15,8,1,8,20,10,9500,1
8,15,8,1,8,20,12,9500,1
7,12,8,1,11,24,10,9500,1
0,0,7,1,0,24,10,9556,0
6,15,6,1,6,20,12,9773,1
3,13,6,1,6,20,9,9070,2
6,12,6,0,8,18,8,9085,2
7,14,8,1,8,18,12,9500,1
5,13,5,1,5,21,10,9085,1
5,13,6,1,9,18,9,9853,1
7,12,8,1,8,19,12,9500,1
6,16,6,1,7,22,11,9085,1
6,10,6,1,9,19,8,9238,1
6,14,7,1,7,18,7,9500,1
5,11,5,1,11,19,10,9085,2
7,11,8,1,8,24,12,9500,2
4,13,5,1,7,19,7,9085,2
6,11,6,1,6,34,10,8014,1
6,13,10,1,13,19,15,9085,1
6,12,7,1,7,18,7,9500,1
8,14,8,1,8,19,15,9500,1
7,12,8,1,8,25,10,9500,1
5,11,6,1,10,18,16,9254,2
6,11,6,1,9,18,9,9238,1
5,11,6,1,8,28,9,8014,1
7,11,8,1,8,18,12,9500,1
5,13,6,1,10,41,8,9254,1
4,13,6,1,11,18,7,9853,0
4,11,6,1,12,21,15,9238,1
0,0,6,1,0,41,11,9238,0
1,16,3,1,3,32,7,9070,0
6,11,6,1,7,29,7,8014,1
7,12,8,1,14,24,12,9556,2
8,11,8,1,10,22,12,9556,2
0,0,6,1,0,21,15,9238,0
4,12,7,1,13,39,11,9500,0
2,10,6,0,15,44,8,9085,2
2,11,5,1,10,20,7,9147,2
6,14,6,1,7,18,7,9773,1
5,12,6,1,13,34,16,9003,1
4,14,5,1,7,18,7,9085,1
3,10,6,1,11,18,9,9853,0
6,13,6,1,9,19,16,9085,1
7,13,8,1,8,18,12,9500,2
2,12,5,1,7,19,12,9130,0
7,12,8,1,10,19,12,9500,1
6,13,6,1,9,18,10,9670,1
5,11,6,0,6,18,11,9254,2
3,11,6,1,9,33,7,9853,0
6,11,6,1,9,19,8,9238,1
8,13,8,1,9,18,12,9500,1
4,11,5,1,8,21,10,9991,2
6,13,6,1,6,19,9,9070,1
4,11,6,1,8,20,7,9773,1
0,0,4,1,8,20,7,9773,0
3,11,6,1,14,20,10,9853,2
4,11,6,1,9,18,7,9238,2
1,14,5,1,10,18,7,9147,2
8,15,8,1,8,20,11,9500,1
6,13,6,1,8,21,9,9238,1
7,12,8,1,12,19,12,9500,1
6,12,6,1,6,18,12,9254,1
5,12,6,1,16,27,12,9085,2
7,13,8,1,9,21,15,9500,1
8,14,8,1,8,18,15,9500,1
3,10,6,1,14,18,10,9853,2
0,0,5,0,10,28,10,9853,0
3,11,7,1,14,36,11,9556,0
5,14,5,1,6,20,12,9085,1
5,11,6,1,13,19,7,9238,1
0,0,5,1,10,20,7,9991,2
4,11,5,1,10,19,9,9085,2
6,13,6,1,6,28,16,8014,1
5,11,5,1,7,20,7,9670,1
5,11,6,1,8,22,10,9853,2
4,13,6,1,9,18,16,9254,1
0,0,5,0,12,22,12,9147,0
4,12,6,1,10,18,9,9254,1
7,13,8,1,8,21,12,9500,1
6,13,6,1,9,19,7,9773,1
4,10,6,1,11,22,9,9853,2
7,12,8,1,8,20,10,9500,1
5,11,5,1,8,20,11,9147,1
6,11,6,1,7,19,10,8014,1
6,12,6,1,9,20,13,9070,1
4,11,6,1,10,20,7,9238,0
6,13,7,1,7,19,7,9500,1
4,14,6,1,10,18,15,9254,1
8,14,8,1,9,18,12,9500,1
5,13,5,1,7,20,9,9147,1
4,13,6,1,6,22,16,9254,1
6,15,6,1,6,18,9,9238,1
6,14,6,1,6,19,12,9773,1
5,11,6,0,9,20,10,9238,1
8,15,8,1,8,19,13,9500,1
0,0,5,0,5,20,12,9773,0
6,13,6,1,6,19,9,9773,1
6,13,6,1,6,18,12,9773,2
6,11,6,1,7,18,10,9238,1
0,0,5,1,5,22,9,9670,0
6,16,6,1,11,18,12,9238,1
6,13,6,1,6,20,10,9238,1
6,11,6,1,6,19,8,9254,1
8,13,8,1,11,19,16,9500,1
6,11,6,1,11,19,9,8014,0
6,13,6,1,7,19,11,9238,1
5,13,6,1,7,45,15,8014,2
0,0,5,0,5,28,9,9085,0
8,14,8,1,8,28,13,9500,1
4,12,5,1,9,25,12,9991,2
4,12,6,0,6,19,15,9670,0
7,14,8,1,8,19,10,9500,1
4,11,5,1,10,20,12,9147,2
3,11,6,1,7,22,8,9238,2
6,14,6,1,7,20,12,9773,1
6,13,7,1,7,20,7,9500,2
2,11,5,0,8,20,7,9085,0
6,14,6,1,7,27,13,9085,1
5,13,6,1,10,22,11,9085,1
7,13,8,0,8,19,10,9500,0
2,11,6,0,13,19,12,9238,0
6,10,6,1,15,18,13,9070,2
0,0,6,0,6,20,11,9853,0
6,11,6,1,7,37,7,8014,1
5,11,8,0,11,40,9,9500,0
0,0,5,1,10,20,9,9147,0
5,11,5,1,6,28,7,9991,1
0,0,7,0,13,19,12,9853,0
4,11,5,1,5,23,7,9670,0
7,12,8,1,8,24,10,9500,1
4,12,5,1,6,21,7,9670,2
7,12,8,1,11,19,10,9500,1
2,14,6,1,13,19,9,9773,0
0,0,6,0,6,48,11,9003,0
5,13,5,1,8,19,12,9147,1
1,11,5,1,8,30,7,9991,0
6,12,6,1,7,24,13,9003,1
6,12,6,1,8,19,16,9773,1
5,12,6,1,7,21,10,9254,1
4,12,5,1,8,19,15,9991,0
1,10,6,1,8,18,10,9070,2
6,12,6,1,6,18,12,9070,1
5,15,5,1,5,19,8,9119,0
7,12,8,1,8,19,12,9500,1
3,12,5,1,7,18,7,9085,2
5,12,6,1,8,25,7,9254,2
3,12,5,1,10,18,7,9119,2
0,0,5,0,5,29,8,9147,0
3,13,5,1,8,21,7,9119,0
6,15,6,1,6,18,11,9773,1
0,0,6,1,12,20,10,9254,0
0,0,5,1,7,27,13,9991,0
0,0,6,1,9,21,12,9085,2
3,10,5,1,12,20,10,9147,0
0,0,5,0,9,28,10,9147,0
7,11,7,1,7,24,12,9556,2
3,11,5,1,10,22,7,9147,2
4,13,5,1,9,20,10,9085,1
5,11,5,1,7,21,9,9085,1
2,13,6,0,8,23,13,9003,0
6,11,6,1,6,18,10,9238,1
8,13,8,1,8,32,13,9500,1
1,11,6,1,16,20,10,9254,0
6,13,6,1,8,19,10,9773,1
0,0,5,1,6,24,10,9991,0
1,10,5,1,5,18,12,9147,0
5,12,6,1,15,20,16,9003,1
6,12,6,1,6,18,9,9773,0
0,0,5,1,5,19,12,9147,0
5,10,5,1,9,18,13,9147,0
0,0,5,0,5,25,15,9147,0
5,13,6,1,10,19,16,9773,1
1,10,5,1,10,18,7,9119,2
2,15,5,0,9,32,16,9991,0
0,0,5,1,5,21,7,9119,0
2,12,6,1,14,18,10,9254,0
6,13,6,1,7,19,8,9070,1
6,14,6,1,6,19,12,9670,1
6,13,6,1,6,19,12,9773,1
4,11,5,1,8,21,8,9147,2
4,12,5,1,7,28,10,9991,2
4,11,6,0,6,19,16,9773,0
0,0,5,1,6,28,12,9991,0
7,14,8,1,8,19,12,9500,1
5,13,6,0,7,26,16,8014,0
0,0,5,1,0,25,9,9147,0
6,11,6,1,8,20,12,9238,1
0,0,6,1,0,19,12,9238,0
6,11,6,1,6,18,9,9238,1
5,11,6,1,12,19,13,9238,0
6,12,6,1,6,18,15,9254,1
2,12,5,1,13,21,7,9147,2
1,17,6,1,12,20,9,9773,2
4,13,5,1,9,24,12,9085,1
4,12,5,1,5,18,9,9670,2
4,11,5,1,11,20,9,9085,1
7,14,8,1,8,18,10,9500,1
3,11,5,1,11,24,7,9670,0
6,12,7,1,9,18,12,9500,2
5,13,6,0,10,21,13,9238,0
6,13,6,1,6,18,9,9773,1
0,0,6,1,12,20,10,9254,0
2,10,5,1,12,19,7,9147,0
8,13,8,1,8,20,11,9500,1
7,12,8,1,12,20,12,9500,1
6,12,6,1,6,20,7,9070,1
6,12,6,1,7,18,10,9853,0
4,12,5,1,10,30,12,9991,2
5,14,5,1,9,18,9,9085,1
0,0,6,1,7,35,11,9085,0
3,12,6,0,6,31,11,8014,0
1,11,6,1,13,19,7,9254,0
5,13,6,1,8,19,8,9238,1
6,11,7,1,7,19,7,9500,1
8,13,8,1,8,19,9,9500,1
4,12,5,1,7,21,7,9085,1
0,0,6,1,13,18,7,9853,0
4,10,6,1,10,18,7,9238,2
4,14,6,1,11,18,12,9670,1
6,12,6,1,10,18,16,9085,1
0,0,5,0,5,25,9,9991,0
6,11,7,1,8,18,7,9500,2
8,14,8,1,8,18,12,9500,1
0,0,6,1,10,24,12,9003,0
6,10,6,1,9,19,7,9238,2
0,0,5,1,5,27,7,9991,0
7,12,8,1,11,18,11,9500,1
5,13,5,1,6,30,10,9991,0
4,11,8,1,14,29,12,9500,0
0,0,5,1,11,20,9,9238,2
7,15,8,1,8,19,12,9500,1
6,15,6,1,8,29,12,8014,1
4,10,6,0,14,27,9,9238,0
